field,value,source_doi,source_pdf,char_span
software_tools,PetroOrg software,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[9454, 9471]"
ionization_method,negative mode ionization,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[10615, 10639]"
instrument,FT-ICR MS,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[10999, 11008]"
ionization_method,ESI,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[11959, 11962]"
ionization_method,ESI,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[12803, 12806]"
instrument,FT-ICR MS,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[13489, 13498]"
sample_type,0.2 liter surface seawater samples,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[13869, 13903]"
instrument,FT-ICR MS,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[14545, 14554]"
ionization_method,Negative-ion ESI,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[14631, 14647]"
sample_type,0.2 liter surface seawater,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[14567, 14593]"
instrument,high-temperature combustion,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[15783, 15810]"
ionization_method,FT-ICR MS,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[16138, 16147]"
ionization_method,ESI,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[17136, 17139]"
sample_type,surface seawater sample,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[17723, 17746]"
ionization_method,negative mode ESI,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[18924, 18941]"
sample_type,DON components,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[18888, 18902]"
dataset_accession,https://osf.io/dcu3z/,10.1002/lom3.10558,10_1002_lom3_10558.pdf,"[19071, 19093]"
instrument,ICR instrument,10.1002/mas.21666,10_1002_mas_21666.pdf,"[4356, 4370]"
instrument,NMR computer,10.1002/mas.21666,10_1002_mas_21666.pdf,"[9580, 9592]"
facility,U.B.C.,10.1002/mas.21666,10_1002_mas_21666.pdf,"[10361, 10367]"
instrument,commercial 3 T FT-ICR,10.1002/mas.21666,10_1002_mas_21666.pdf,"[13702, 13724]"
instrument,FT-ICR MS,10.1002/mas.21666,10_1002_mas_21666.pdf,"[14178, 14185]"
software_tools,stored waveform inverse Fourier transform (SWIFT),10.1002/mas.21666,10_1002_mas_21666.pdf,"[14456, 14505]"
instrument,FT-ICR MS,10.1002/mas.21666,10_1002_mas_21666.pdf,"[15956, 15966]"
facility,Chemical Instrumentation Facility,10.1002/mas.21666,10_1002_mas_21666.pdf,"[16379, 16412]"
instrument,FT-ICR mass analyzer,10.1002/mas.21666,10_1002_mas_21666.pdf,"[19993, 20014]"
ionization_method,atmospheric pressure photoionization,10.1002/mas.21666,10_1002_mas_21666.pdf,"[20477, 20513]"
ionization_method,atmospheric pressure chemical ionization,10.1002/mas.21666,10_1002_mas_21666.pdf,"[20518, 20558]"
sample_type,cytochrome c,10.1002/mas.21666,10_1002_mas_21666.pdf,"[20228, 20240]"
ionization_method,"external injection, ICR excitation and detection",10.1002/mas.21666,10_1002_mas_21666.pdf,"[21925, 21994]"
instrument,FT-ICR MS,10.1002/mas.21666,10_1002_mas_21666.pdf,"[23488, 23498]"
sample_type,protein complexes,10.1002/mas.21666,10_1002_mas_21666.pdf,"[24439, 24456]"
instrument,21 tesla Fourier transform ion cyclotron resonance mass spectrometer,10.1002/mas.21666,10_1002_mas_21666.pdf,"[31162, 31230]"
ionization_method,atmospheric photoionization,10.1002/mas.21666,10_1002_mas_21666.pdf,"[31420, 31447]"
instrument,Waters UPLC-SQD2,10.1002/pca.70001,10_1002_pca_70001.pdf,"[3078, 3089]"
ionization_method,electrospray ionization (ESI),10.1002/pca.70001,10_1002_pca_70001.pdf,"[3588, 3619]"
instrument,21T FT-ICR-MS,10.1002/pca.70001,10_1002_pca_70001.pdf,"[4452, 4469]"
ionization_method,negative ESI,10.1002/pca.70001,10_1002_pca_70001.pdf,"[4578, 4590]"
facility,"National High Magnetic Field Laboratory (NHMFL), Florida State University",10.1002/pca.70001,10_1002_pca_70001.pdf,"[4477, 4550]"
software_tools,PetroOrg,10.1002/pca.70001,10_1002_pca_70001.pdf,"[5161, 5169]"
facility,NHMFL Lab,10.1002/pca.70001,10_1002_pca_70001.pdf,"[5197, 5206]"
software_tools,GraphPad Prism 10.4,10.1002/pca.70001,10_1002_pca_70001.pdf,"[5211, 5230]"
sample_type,triterpenes,10.1002/pca.70001,10_1002_pca_70001.pdf,"[6419, 6430]"
instrument,21T FT- ICR MS,10.1002/pca.70001,10_1002_pca_70001.pdf,"[8025, 8040]"
ionization_method,ESI negative mode,10.1002/pca.70001,10_1002_pca_70001.pdf,"[8188, 8205]"
sample_type,compounds,10.1002/pca.70001,10_1002_pca_70001.pdf,"[9534, 9543]"
ionization_method,ESI,10.1002/pca.70001,10_1002_pca_70001.pdf,"[10653, 10656]"
sample_type,PTAs,10.1002/pca.70001,10_1002_pca_70001.pdf,"[11417, 11421]"
sample_type,ursonic acid C30H46O3,10.1002/pca.70001,10_1002_pca_70001.pdf,"[11724, 11750]"
facility,in vitro cultivated fraction of C. angustifolia roots,10.1002/pca.70001,10_1002_pca_70001.pdf,"[11833, 11886]"
instrument,ESI-FT-ICR-MS,10.1002/pca.70001,10_1002_pca_70001.pdf,"[12274, 12293]"
sample_type,serjanic acid C31H48O5,10.1002/pca.70001,10_1002_pca_70001.pdf,"[12140, 12167]"
ionization_method,ESI,10.1002/pca.70001,10_1002_pca_70001.pdf,"[12274, 12277]"
sample_type,Oxygenated pentacyclic triterpenes,10.1002/pca.70001,10_1002_pca_70001.pdf,"[14387, 14421]"
ionization_method,ESI,10.1002/pca.70001,10_1002_pca_70001.pdf,"[15648, 15651]"
sample_type,In vitro material,10.1002/pca.70001,10_1002_pca_70001.pdf,"[17183, 17200]"
sample_type,In vitro material,10.1002/pca.70001,10_1002_pca_70001.pdf,"[18167, 18184]"
sample_type,In vitro material,10.1002/pca.70001,10_1002_pca_70001.pdf,"[19151, 19168]"
ionization_method,ESI FT-ICRMS,10.1002/pca.70001,10_1002_pca_70001.pdf,"[21146, 21158]"
sample_type,In vitro material,10.1002/pca.70001,10_1002_pca_70001.pdf,"[21707, 21724]"
instrument,ESI FT-ICRMS,10.1002/pca.70001,10_1002_pca_70001.pdf,"[22234, 22246]"
ionization_method,ESI,10.1002/pca.70001,10_1002_pca_70001.pdf,"[22506, 22509]"
sample_type,Wild material,10.1002/pca.70001,10_1002_pca_70001.pdf,"[22523, 22536]"
instrument,ESI FT-ICRMS,10.1002/pca.70001,10_1002_pca_70001.pdf,"[23050, 23062]"
ionization_method,ESI,10.1002/pca.70001,10_1002_pca_70001.pdf,"[23322, 23325]"
instrument,FT-ICR-MS,10.1002/pca.70001,10_1002_pca_70001.pdf,"[26530, 26543]"
ionization_method,ESI-FT-ICR,10.1002/pca.70001,10_1002_pca_70001.pdf,"[28228, 28242]"
sample_type,Histones,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[516, 524]"
instrument,Thermo Ultimate 3000 system,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[946, 973]"
instrument,LTQ Orbitrap Velos (Thermo Fisher Scientific),10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[3925, 3970]"
ionization_method,data-dependent ETD,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[4150, 4168]"
instrument,Bruker 12 T solariX XR FTMS,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[4984, 5011]"
ionization_method,ESI,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[4782, 4785]"
sample_type,Dried histone fraction,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[4564, 4586]"
instrument,12 T ApexQe hybrid Fourier transform-ion cyclotron resonance (FT-ICR) mass spectrometer,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[6729, 6816]"
ionization_method,nano-ESI,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[6872, 6880]"
sample_type,All top-down ECD data,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[6688, 6709]"
instrument,"12.0 tesla hybrid quadrupole FT-ICR, FT-MS mass spectrometer (Bruker Daltonics)",10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[7601, 7680]"
ionization_method,nanospray ion source (CaptiveSpray) with a dual ion funnel,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[7532, 7590]"
sample_type,Twenty-five micrograms histone H4 sample,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[7986, 8026]"
instrument,ThermoScientific Orbitrap Elite,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[8782, 8813]"
sample_type,Protein solutions,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[8623, 8640]"
ionization_method,ETD,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[12218, 12221]"
sample_type,Histone H4 sequence,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[11482, 11501]"
software_tools,"BioTools, cRAWler algorithm inside ProSightPC 3.0",10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[12320, 12359]"
instrument,Bruker Compass Dataanalysis,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[13042, 13069]"
software_tools,ProteinProspector,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[13144, 13161]"
sample_type,human histone H4,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[13216, 13232]"
software_tools,"MaximumEntropyDeconvolution from DataAnalysis (Bruker Daltonics, version 3.4)",10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[13424, 13501]"
software_tools,ProSight PC workflow,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[13587, 13607]"
ionization_method,UVPD,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[13715, 13719]"
sample_type,Histone H4 and H2A,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[13760, 13778]"
software_tools,Xtract algorithm from Thermo Fisher Scientific,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[13901, 13947]"
software_tools,custom in-house software,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[14166, 14190]"
sample_type,H4 proteoform,10.1002/pmic.201300438,10_1002_pmic_201300438.pdf,"[14316, 14329]"
instrument,Dionex UltiMate 3000 × 2 Dual Analytical System,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[929, 976]"
sample_type,Histone H4,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[1384, 1394]"
instrument,Velos Pro-14.5 or 21 tesla Fourier transformion cyclotron resonance (FT-ICR) mass spectrometer,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[2208, 2302]"
ionization_method,front-end electron transfer dissociation (FETD),10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[2536, 2583]"
sample_type,N-terminal tails of histone H4,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[1950, 1980]"
sample_type,purified histone H4 1-23aa peptide sample,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[2676, 2717]"
software_tools,Xcalibur software (Thermo Fisher Scientific),10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[3451, 3495]"
ionization_method,ETD,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[3656, 3659]"
sample_type,histone H4 fraction,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[6794, 6813]"
instrument,FT-ICR mass spectrometer,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[8281, 8305]"
ionization_method,electrospray ionization (ESI),10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[8188, 8217]"
ionization_method,ETD,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[9426, 9429]"
sample_type,Histone H4,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[10222, 10232]"
sample_type,asynchronous cells,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[10917, 10935]"
sample_type,cells in S and G2/M phase,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[10940, 10965]"
sample_type,nocodazole treatment in MDA-MB-231 cell line,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[11467, 11511]"
instrument,FT-ICR mass spectrometer,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[12684, 12709]"
sample_type,proteoforms of histone H4,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[12026, 12051]"
ionization_method,ETD,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[13489, 13492]"
sample_type,histone H4 PTM,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[17921, 17935]"
facility,Florida State University,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[17511, 17535]"
sample_type,H4 N α -ac,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[19181, 19191]"
sample_type,histone H4,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[19385, 19395]"
sample_type,histone H4,10.1002/pmic.201700442,10_1002_pmic_201700442.pdf,"[30325, 30335]"
sample_type,proteins,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[9351, 9359]"
sample_type,Shewanella oneidensis lysate,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[17797, 17825]"
ionization_method,UPLC,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[18195, 18199]"
sample_type,human serum autoantibodies,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[18222, 18248]"
sample_type,standard proteins,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[19022, 19039]"
sample_type,Escherichia coli cell lysate,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[19168, 19196]"
sample_type,E. coli cell lysate,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[20196, 20215]"
ionization_method,CZE-MS,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[20630, 20636]"
sample_type,intact proteins,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[20939, 20954]"
sample_type,E. coli cell lysate,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[22722, 22741]"
sample_type,fractionated yeast lysate,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[35296, 35321]"
sample_type,mitochondrial proteins from mouse myoblasts and differentiated myotubes,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[35553, 35624]"
software_tools,Proteoform Suite,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[35765, 35781]"
software_tools,MetaMorpheus,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[36695, 36707]"
sample_type,patient tissue samples,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[43658, 43680]"
sample_type,yeast mutant versus wild-type strains,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[43867, 43904]"
sample_type,mouse mitochondrial proteoforms in myoblasts and differentiated myotubes,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[44618, 44690]"
sample_type,intact proteins,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[47847, 47862]"
software_tools,MSAlign +,10.1002/pmic.201800361,10_1002_pmic_201800361.pdf,"[59560, 59569]"
ionization_method,ESI,10.1002/rcm.4655,10_1002_rcm_4655.pdf,"[449, 452]"
instrument,Advion BioSystems Nanomate,10.1002/rcm.4655,10_1002_rcm_4655.pdf,"[2608, 2634]"
ionization_method,ESI,10.1002/rcm.4655,10_1002_rcm_4655.pdf,"[2364, 2367]"
sample_type,In-gel trypsin digests,10.1002/rcm.4655,10_1002_rcm_4655.pdf,"[2800, 2822]"
instrument,hybrid linear quadrupole ion trap/FT-ICR mass spectrometer (LTQ-FT),10.1002/rcm.4655,10_1002_rcm_4655.pdf,"[7661, 7727]"
sample_type,in-gel digested samples,10.1002/rcm.4655,10_1002_rcm_4655.pdf,"[7860, 7883]"
instrument,LTQ,10.1002/rcm.4655,10_1002_rcm_4655.pdf,"[8858, 8861]"
software_tools,Xcalibur,10.1002/rcm.4655,10_1002_rcm_4655.pdf,"[8701, 8709]"
software_tools,Xcalibur and MIDAS,10.1002/rcm.4655,10_1002_rcm_4655.pdf,"[9646, 9664]"
sample_type,"Seven proteins, human hemoglobin alpha, bovine carbonic anhydrase 2, horse skeletal muscle myoglobin, hen egg white lysozyme, bovine pancreatic ribonuclease A, bovine rhodanese and bovine serum albumin (BSA), as well as endopeptidase Lys-C (Lys-C)",10.1002/rcm.7783,10_1002_rcm_7783.pdf,"[80, 327]"
instrument,Ultra Nano HPLC system,10.1002/rcm.7783,10_1002_rcm_7783.pdf,"[1537, 1559]"
ionization_method,CID MS/MS,10.1002/rcm.7783,10_1002_rcm_7783.pdf,"[1376, 1385]"
sample_type,Lys-N digest,10.1002/rcm.7783,10_1002_rcm_7783.pdf,"[1402, 1414]"
sample_type,human hemoglobin alpha,10.1002/rcm.7783,10_1002_rcm_7783.pdf,"[2617, 2639]"
instrument,"modified linear ion trap (LTQ, Thermo Fisher Scientific, San Jose, CA, USA) 14.5 T FT-ICR mass spectrometer",10.1002/rcm.7783,10_1002_rcm_7783.pdf,"[4927, 5034]"
sample_type,Lys-C and Lys-N digests,10.1002/rcm.7783,10_1002_rcm_7783.pdf,"[4831, 4854]"
ionization_method,CID,10.1002/rcm.7783,10_1002_rcm_7783.pdf,"[5338, 5341]"
sample_type,peptides,10.1002/rcm.7783,10_1002_rcm_7783.pdf,"[7990, 7998]"
instrument,YSI 6600 multiprobe,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[2515, 2534]"
instrument,OI Analytical four-channel Rapid Flow Analyzer,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[4803, 4850]"
sample_type,water,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[5045, 5050]"
sample_type,Dissolved urea,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[5612, 5626]"
instrument,Horiba Scientific Aqualog spectrofluorometer,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[7795, 7842]"
sample_type,hydrolysate,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[7394, 7405]"
instrument,Horiba Scientific Aqualog spectrofluorometer,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[8453, 8500]"
sample_type,Leucine aminopeptidase (LAP),10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[10721, 10751]"
instrument,Horiba Scientific Aqualog spectrofluorometer,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[11487, 11531]"
sample_type,Water sample,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[11561, 11573]"
sample_type,fluorescence of blanks,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[11693, 11715]"
sample_type,sample water,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[11748, 11760]"
sample_type,non-enzymatic-produced AMC,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[11786, 11812]"
sample_type,sample fluorescence,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[11901, 11920]"
sample_type,Leu-MCA,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[12004, 12011]"
instrument,Fourier transform ion cyclotron resonance mass spectrometry (FT-ICR MS),10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[13384, 13455]"
sample_type,DON,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[13377, 13380]"
sample_type,DOM,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[13796, 13799]"
instrument,home-built ultrahigh resolution FT-ICR MS,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[14831, 14872]"
ionization_method,positive-ion atmospheric pressure photoionization (APPI),10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[14712, 14815]"
sample_type,dried DOM extracts,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[14449, 14468]"
facility,National High Magnetic Field Laboratory (NHMFL) at Florida State University,10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[14494, 14576]"
sample_type,"ambient water measurements, flow, and BDON",10.1007/s00027-017-0540-5,10_1007_s00027-017-0540-5.pdf,"[17335, 17377]"
instrument,custombuilt FT-ICR mass spectrometer,10.1007/s10533-015-0103-6,10_1007_s10533-015-0103-6.pdf,"[2114, 2150]"
ionization_method,fused silica micro electrospray ionization (ESI),10.1007/s10533-015-0103-6,10_1007_s10533-015-0103-6.pdf,"[1926, 1974]"
software_tools,Predator,10.1007/s10533-015-0103-6,10_1007_s10533-015-0103-6.pdf,"[2330, 2338]"
ionization_method,negative ESI,10.1007/s10533-015-0103-6,10_1007_s10533-015-0103-6.pdf,"[3694, 3706]"
instrument,Dionex DX 500,10.1007/s10533-015-0103-6,10_1007_s10533-015-0103-6.pdf,"[4962, 4975]"
sample_type,Anion and cation samples,10.1007/s10533-015-0103-6,10_1007_s10533-015-0103-6.pdf,"[4830, 4854]"
software_tools,"PC-Ord software (version 4, MjM Software Design)",10.1007/s10533-015-0103-6,10_1007_s10533-015-0103-6.pdf,"[5943, 5991]"
sample_type,Plant litter,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[82, 94]"
sample_type,Stream water,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[99, 111]"
sample_type,plant litter,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[1111, 1123]"
sample_type,DOM extracts of each litter species,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[1208, 1243]"
sample_type,Sourdough Creek stream water,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[1713, 1741]"
sample_type,Milli-Q water,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[1818, 1831]"
ionization_method,Fourier transform ion cyclotron resonance mass spectrometry (FT-ICR MS),10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[2800, 2871]"
instrument,GE Sievers 900 Portable Total Organic Carbon Analyzer,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[4340, 4393]"
sample_type,DOC concentration,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[4210, 4227]"
instrument,Dionex ICS-1100,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[5250, 5265]"
sample_type,Major anion concentration samples,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[4967, 5000]"
instrument,Genesys 10 s Series Spectrophotometer,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[6785, 6822]"
instrument,Horiba Jobin-Yvon Fluoromax-4 Spectrofluorometer,10.1007/s10533-018-00534-5,10_1007_s10533-018-00534-5.pdf,"[7617, 7665]"
